template,source_group_id,cell,question,reference,candidate,expected_label,l_A,l_B,d_raw,p_accept_raw,predicted_label,correct
T3,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,OO,Genetic variation produced in sexual life cycles contributes to what process?,evolution,evolution,A,15.875,-5.84375,21.71875,0.9999999996304556,A,True
T3,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,OS,Genetic variation produced in sexual life cycles contributes to what process?,evolution,the mesoglea,B,-7.125,15.75,-22.875,1.1628233028868811e-10,B,True
T3,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,SO,Genetic variation produced in sexual life cycles contributes to what process?,the mesoglea,evolution,B,14.875,13.0,1.875,0.8670357598021706,A,False
T3,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,SS,Genetic variation produced in sexual life cycles contributes to what process?,the mesoglea,the mesoglea,A,5.625,17.125,-11.5,1.0129990980873921e-05,B,False
T3,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,OO,Chemical digestion couldn't take place without the help of what?,digestive enzymes,digestive enzymes,A,14.3125,-6.53125,20.84375,0.9999999991135089,A,True
T3,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,OS,Chemical digestion couldn't take place without the help of what?,digestive enzymes,input distance,B,-8.0625,14.875,-22.9375,1.0923714004835431e-10,B,True
T3,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,SO,Chemical digestion couldn't take place without the help of what?,input distance,digestive enzymes,B,-3.0,14.625,-17.625,2.2159489282323004e-08,B,True
T3,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,SS,Chemical digestion couldn't take place without the help of what?,input distance,input distance,A,12.5625,-0.1279296875,12.6904296875,0.9999969195435315,A,True
T3,bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,OO,What do we call the study of life and living things?,life science,life science,A,15.0625,-5.6875,20.75,0.9999999990263799,A,True
T3,bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,OS,What do we call the study of life and living things?,life science,alteration,B,-6.125,16.0,-22.125,2.4616969512093895e-10,B,True
T3,bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,SO,What do we call the study of life and living things?,alteration,life science,B,2.296875,17.125,-14.828125,3.632678618877459e-07,B,True
T3,bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,SS,What do we call the study of life and living things?,alteration,alteration,A,15.0,2.828125,12.171875,0.9999948260812298,A,True
T3,c05526ecb6806b268e9e1896b8832f5831fbeb2e6e65a2642a6efbf9f043656c,OO,At what temperatures do crystals formed by covalent molecular solids melt at?,low,low,A,15.25,-5.25,20.5,0.9999999987498471,A,True
T3,c05526ecb6806b268e9e1896b8832f5831fbeb2e6e65a2642a6efbf9f043656c,OS,At what temperatures do crystals formed by covalent molecular solids melt at?,low,decreases,B,-0.002716064453125,16.125,-16.127716064453125,9.904256165463733e-08,B,True
T3,c05526ecb6806b268e9e1896b8832f5831fbeb2e6e65a2642a6efbf9f043656c,SO,At what temperatures do crystals formed by covalent molecular solids melt at?,decreases,low,B,1.796875,15.4375,-13.640625,1.1911084770297504e-06,B,True
T3,c05526ecb6806b268e9e1896b8832f5831fbeb2e6e65a2642a6efbf9f043656c,SS,At what temperatures do crystals formed by covalent molecular solids melt at?,decreases,decreases,A,14.4375,-4.34375,18.78125,0.9999999930272072,A,True
T3,c0a4432df2163f61270b31abc1cd02b4d758686d3080aac555dab98e4f269c2a,OO,Plants take in carbon dioxide and give off what?,oxygen,oxygen,A,16.25,-5.1875,21.4375,0.9999999995104332,A,True
T3,c0a4432df2163f61270b31abc1cd02b4d758686d3080aac555dab98e4f269c2a,OS,Plants take in carbon dioxide and give off what?,oxygen,melanin,B,-7.46875,15.875,-23.34375,7.276762289738711e-11,B,True
T3,c0a4432df2163f61270b31abc1cd02b4d758686d3080aac555dab98e4f269c2a,SO,Plants take in carbon dioxide and give off what?,melanin,oxygen,B,4.0625,15.6875,-11.625,8.939696304799167e-06,B,True
T3,c0a4432df2163f61270b31abc1cd02b4d758686d3080aac555dab98e4f269c2a,SS,Plants take in carbon dioxide and give off what?,melanin,melanin,A,1.8828125,16.625,-14.7421875,3.958668593975586e-07,B,False
T3,c491b430b29ef0c7341dc243289a6432e66d64339e24cb28b235957ddf51ea73,OO,Why does the moon evolve around the earth rather than the sun?,stronger gravitational force,stronger gravitational force,A,14.5625,-4.875,19.4375,0.9999999963825628,A,True
T3,c491b430b29ef0c7341dc243289a6432e66d64339e24cb28b235957ddf51ea73,OS,Why does the moon evolve around the earth rather than the sun?,stronger gravitational force,chordata,B,-6.625,14.8125,-21.4375,4.895668964435012e-10,B,True
T3,c491b430b29ef0c7341dc243289a6432e66d64339e24cb28b235957ddf51ea73,SO,Why does the moon evolve around the earth rather than the sun?,chordata,stronger gravitational force,B,-5.1875,13.6875,-18.875,6.348800075736418e-09,B,True
T3,c491b430b29ef0c7341dc243289a6432e66d64339e24cb28b235957ddf51ea73,SS,Why does the moon evolve around the earth rather than the sun?,chordata,chordata,A,10.25,16.875,-6.625,0.0013250224172131609,B,False
T3,c505e2cc19abc2f41063f5d37e09bc1a723e9df14647d24a3299b05ef4dc8215,OO,What does a glacier leave behind when it retreats?,bare rock,bare rock,A,14.5625,-5.25,19.8125,0.9999999975137741,A,True
T3,c505e2cc19abc2f41063f5d37e09bc1a723e9df14647d24a3299b05ef4dc8215,OS,What does a glacier leave behind when it retreats?,bare rock,radioisotopes,B,-6.4375,15.25,-21.6875,3.8127508235732506e-10,B,True
T3,c505e2cc19abc2f41063f5d37e09bc1a723e9df14647d24a3299b05ef4dc8215,SO,What does a glacier leave behind when it retreats?,radioisotopes,bare rock,B,-5.4375,14.6875,-20.125,1.8189616842444243e-09,B,True
T3,c505e2cc19abc2f41063f5d37e09bc1a723e9df14647d24a3299b05ef4dc8215,SS,What does a glacier leave behind when it retreats?,radioisotopes,radioisotopes,A,14.9375,0.96484375,13.97265625,0.9999991454211861,A,True
T3,c8ded625a3e1509e8f29407e3829f984e30c7a027c73183e023546d735e6a8b0,OO,What is the cartilaginous structure that extends from the pharynx to the primary bronchi?,trachea,trachea,A,14.8125,-5.15625,19.96875,0.9999999978734184,A,True
T3,c8ded625a3e1509e8f29407e3829f984e30c7a027c73183e023546d735e6a8b0,OS,What is the cartilaginous structure that extends from the pharynx to the primary bronchi?,trachea,light pollution,B,-5.8125,16.75,-22.5625,1.5893910091990202e-10,B,True
T3,c8ded625a3e1509e8f29407e3829f984e30c7a027c73183e023546d735e6a8b0,SO,What is the cartilaginous structure that extends from the pharynx to the primary bronchi?,light pollution,trachea,B,4.4375,16.25,-11.8125,7.411279871974134e-06,B,True
T3,c8ded625a3e1509e8f29407e3829f984e30c7a027c73183e023546d735e6a8b0,SS,What is the cartilaginous structure that extends from the pharynx to the primary bronchi?,light pollution,light pollution,A,3.765625,18.0,-14.234375,6.577929256610509e-07,B,False
T3,c91329e2685632636eaaab9e0a16a9e716884030ecd7ec704d19ad29fe870db6,OO,Prokaryotic cells lack what key structure and other membrane-bound organelles?,nucleus,nucleus,A,15.3125,-5.125,20.4375,0.9999999986692192,A,True
T3,c91329e2685632636eaaab9e0a16a9e716884030ecd7ec704d19ad29fe870db6,OS,Prokaryotic cells lack what key structure and other membrane-bound organelles?,nucleus,tributaries,B,-6.8125,15.0,-21.8125,3.3647407922810023e-10,B,True
T3,c91329e2685632636eaaab9e0a16a9e716884030ecd7ec704d19ad29fe870db6,SO,Prokaryotic cells lack what key structure and other membrane-bound organelles?,tributaries,nucleus,B,1.0390625,14.0,-12.9609375,2.3503651700538692e-06,B,True
T3,c91329e2685632636eaaab9e0a16a9e716884030ecd7ec704d19ad29fe870db6,SS,Prokaryotic cells lack what key structure and other membrane-bound organelles?,tributaries,tributaries,A,2.53125,16.125,-13.59375,1.2482708949986417e-06,B,False
T3,cac0fa7214cbe64d0ab89e006dbeb1ae517eefeda15cb3aa8bcd8b699fbf7f54,OO,The largest phylum of the animal kingdom is what?,arthropods,arthropods,A,15.0,-5.75,20.75,0.9999999990263799,A,True
T3,cac0fa7214cbe64d0ab89e006dbeb1ae517eefeda15cb3aa8bcd8b699fbf7f54,OS,The largest phylum of the animal kingdom is what?,arthropods,antibodies,B,-8.375,15.625,-24.0,3.7751345441365816e-11,B,True
T3,cac0fa7214cbe64d0ab89e006dbeb1ae517eefeda15cb3aa8bcd8b699fbf7f54,SO,The largest phylum of the animal kingdom is what?,antibodies,arthropods,B,14.25,11.8125,2.4375,0.9196425311777929,A,False
T3,cac0fa7214cbe64d0ab89e006dbeb1ae517eefeda15cb3aa8bcd8b699fbf7f54,SS,The largest phylum of the animal kingdom is what?,antibodies,antibodies,A,3.921875,17.875,-13.953125,8.714338561413278e-07,B,False
T3,cc50a44f4933ce813b8cb212ba62698d3ce88e09c0bbc97b3982ded33080a34b,OO,What kind of symmetry do most adult echinoderms possess?,radial symmetry,radial symmetry,A,15.375,-5.40625,20.78125,0.9999999990563351,A,True
T3,cc50a44f4933ce813b8cb212ba62698d3ce88e09c0bbc97b3982ded33080a34b,OS,What kind of symmetry do most adult echinoderms possess?,radial symmetry,aldehydes,B,-5.875,15.5625,-21.4375,4.895668964435012e-10,B,True
T3,cc50a44f4933ce813b8cb212ba62698d3ce88e09c0bbc97b3982ded33080a34b,SO,What kind of symmetry do most adult echinoderms possess?,aldehydes,radial symmetry,B,8.625,15.9375,-7.3125,0.0006667023092435893,B,True
T3,cc50a44f4933ce813b8cb212ba62698d3ce88e09c0bbc97b3982ded33080a34b,SS,What kind of symmetry do most adult echinoderms possess?,aldehydes,aldehydes,A,14.8125,4.84375,9.96875,0.9999531611157506,A,True
T3,cdb209dfdd30b70226f07ea3b2a1d66934b12cde4d1418a7e0eb8415102cefbf,OO,Oxygen and glucose are both reactants in the process of,cellular respiration,cellular respiration,A,16.0,-3.203125,19.203125,0.9999999954271308,A,True
T3,cdb209dfdd30b70226f07ea3b2a1d66934b12cde4d1418a7e0eb8415102cefbf,OS,Oxygen and glucose are both reactants in the process of,cellular respiration,boiling,B,-3.71875,15.6875,-19.40625,3.732267035007896e-09,B,True
T3,cdb209dfdd30b70226f07ea3b2a1d66934b12cde4d1418a7e0eb8415102cefbf,SO,Oxygen and glucose are both reactants in the process of,boiling,cellular respiration,B,10.5625,15.375,-4.8125,0.008061991528271641,B,True
T3,cdb209dfdd30b70226f07ea3b2a1d66934b12cde4d1418a7e0eb8415102cefbf,SS,Oxygen and glucose are both reactants in the process of,boiling,boiling,A,7.125,17.0,-9.875,5.144221374220898e-05,B,False
T3,ce418392d0f5b3d30a62289bda84082443e573f72af0cb4e771adddf4912a672,OO,What do different soil horizons show different amounts of?,alteration,alteration,A,15.4375,-4.25,19.6875,0.9999999971827371,A,True
T3,ce418392d0f5b3d30a62289bda84082443e573f72af0cb4e771adddf4912a672,OS,What do different soil horizons show different amounts of?,alteration,north and south,B,-4.46875,15.0,-19.46875,3.5061404073873695e-09,B,True
T3,ce418392d0f5b3d30a62289bda84082443e573f72af0cb4e771adddf4912a672,SO,What do different soil horizons show different amounts of?,north and south,alteration,B,-1.15625,16.125,-17.28125,3.1249888422515184e-08,B,True
T3,ce418392d0f5b3d30a62289bda84082443e573f72af0cb4e771adddf4912a672,SS,What do different soil horizons show different amounts of?,north and south,north and south,A,14.5,4.28125,10.21875,0.9999635214623243,A,True
T3,cea8b197e0ac37ba00febf6c4e1bde145a44edf5947f2bfb92cd7b0acb1457db,OO,Each female of a particular species can produce millions of these per year?,eggs,eggs,A,16.5,-5.15625,21.65625,0.999999999606622,A,True
T3,cea8b197e0ac37ba00febf6c4e1bde145a44edf5947f2bfb92cd7b0acb1457db,OS,Each female of a particular species can produce millions of these per year?,eggs,photosynthesis,B,-7.3125,15.8125,-23.125,9.056076988852741e-11,B,True
T3,cea8b197e0ac37ba00febf6c4e1bde145a44edf5947f2bfb92cd7b0acb1457db,SO,Each female of a particular species can produce millions of these per year?,photosynthesis,eggs,B,5.71875,16.0,-10.28125,3.426849054255501e-05,B,True
T3,cea8b197e0ac37ba00febf6c4e1bde145a44edf5947f2bfb92cd7b0acb1457db,SS,Each female of a particular species can produce millions of these per year?,photosynthesis,photosynthesis,A,3.9375,16.625,-12.6875,3.089494448007139e-06,B,False
T3,d0d48352cdbd19507f0a552246d2a2168bc1dfc2e3863af994305ead2aae7dd3,OO,"Two plates may slide past each other in opposite directions, this is called what?",transform plate boundary,transform plate boundary,A,13.75,-6.34375,20.09375,0.9999999981232983,A,True
T3,d0d48352cdbd19507f0a552246d2a2168bc1dfc2e3863af994305ead2aae7dd3,OS,"Two plates may slide past each other in opposite directions, this is called what?",transform plate boundary,galactic center,B,-6.1875,15.6875,-21.875,3.1608814533145753e-10,B,True
T3,d0d48352cdbd19507f0a552246d2a2168bc1dfc2e3863af994305ead2aae7dd3,SO,"Two plates may slide past each other in opposite directions, this is called what?",galactic center,transform plate boundary,B,14.875,8.6875,6.1875,0.9979492564600826,A,False
T3,d0d48352cdbd19507f0a552246d2a2168bc1dfc2e3863af994305ead2aae7dd3,SS,"Two plates may slide past each other in opposite directions, this is called what?",galactic center,galactic center,A,2.90625,16.875,-13.96875,8.579235380478508e-07,B,False
T3,d0dedac3786f3c50237add4d7bfb2121d310f476830a81ea6feb08305f5cf3e2,OO,"The insect reaches full size, acquires wings, and becomes sexually mature after what final stage?",molt,molt,A,15.1875,-2.46875,17.65625,0.9999999785222864,A,True
T3,d0dedac3786f3c50237add4d7bfb2121d310f476830a81ea6feb08305f5cf3e2,OS,"The insect reaches full size, acquires wings, and becomes sexually mature after what final stage?",molt,plate boundaries,B,-6.96875,15.625,-22.59375,1.5404905887011202e-10,B,True
T3,d0dedac3786f3c50237add4d7bfb2121d310f476830a81ea6feb08305f5cf3e2,SO,"The insect reaches full size, acquires wings, and becomes sexually mature after what final stage?",plate boundaries,molt,B,-5.4375,13.9375,-19.375,3.850741907939403e-09,B,True
T3,d0dedac3786f3c50237add4d7bfb2121d310f476830a81ea6feb08305f5cf3e2,SS,"The insect reaches full size, acquires wings, and becomes sexually mature after what final stage?",plate boundaries,plate boundaries,A,9.125,17.875,-8.75,0.00015843621910252592,B,False
T3,d31bdff62a5431cefbafc1ddcca80f33a7b9e4e9d9f4bde3097e57f2a64305ba,OO,What is the name of matter that mechanical wave energy can only travel through?,medium,medium,A,15.1875,-5.3125,20.5,0.9999999987498471,A,True
T3,d31bdff62a5431cefbafc1ddcca80f33a7b9e4e9d9f4bde3097e57f2a64305ba,OS,What is the name of matter that mechanical wave energy can only travel through?,medium,mutations,B,-6.34375,16.875,-23.21875,8.245651931872545e-11,B,True
T3,d31bdff62a5431cefbafc1ddcca80f33a7b9e4e9d9f4bde3097e57f2a64305ba,SO,What is the name of matter that mechanical wave energy can only travel through?,mutations,medium,B,15.0625,8.1875,6.875,0.9989677689632452,A,False
T3,d31bdff62a5431cefbafc1ddcca80f33a7b9e4e9d9f4bde3097e57f2a64305ba,SS,What is the name of matter that mechanical wave energy can only travel through?,mutations,mutations,A,14.1875,1.953125,12.234375,0.9999951395515977,A,True
T3,d35369d23dcfca940802e819edbb63fe588d8bcdb32d728cabfe82a68292ab6a,OO,Amylose and amylopectin are the two most common components of naturally occurring what?,starch,starch,A,16.375,-4.8125,21.1875,0.9999999993713837,A,True
T3,d35369d23dcfca940802e819edbb63fe588d8bcdb32d728cabfe82a68292ab6a,OS,Amylose and amylopectin are the two most common components of naturally occurring what?,starch,three,B,-4.96875,14.4375,-19.40625,3.732267035007896e-09,B,True
T3,d35369d23dcfca940802e819edbb63fe588d8bcdb32d728cabfe82a68292ab6a,SO,Amylose and amylopectin are the two most common components of naturally occurring what?,three,starch,B,4.40625,16.625,-12.21875,4.936988949458183e-06,B,True
T3,d35369d23dcfca940802e819edbb63fe588d8bcdb32d728cabfe82a68292ab6a,SS,Amylose and amylopectin are the two most common components of naturally occurring what?,three,three,A,15.4375,-4.71875,20.15625,0.9999999982370018,A,True
T3,d35de5394da8e8af12e0fa779b01cf8497c1cc6f87f64264f948bc187b357d73,OO,What is the pattern of spacing among individuals within the boundaries of the population?,dispersion,dispersion,A,15.8125,-4.84375,20.65625,0.9999999989306876,A,True
T3,d35de5394da8e8af12e0fa779b01cf8497c1cc6f87f64264f948bc187b357d73,OS,What is the pattern of spacing among individuals within the boundaries of the population?,dispersion,dehydration synthesis reaction,B,-6.6875,16.625,-23.3125,7.507751520358648e-11,B,True
T3,d35de5394da8e8af12e0fa779b01cf8497c1cc6f87f64264f948bc187b357d73,SO,What is the pattern of spacing among individuals within the boundaries of the population?,dehydration synthesis reaction,dispersion,B,-1.359375,16.5,-17.859375,1.7529598926666918e-08,B,True
T3,d35de5394da8e8af12e0fa779b01cf8497c1cc6f87f64264f948bc187b357d73,SS,What is the pattern of spacing among individuals within the boundaries of the population?,dehydration synthesis reaction,dehydration synthesis reaction,A,14.9375,3.453125,11.484375,0.9999897104865146,A,True
T3,d3f802c5c147cd1fb842715b1ad21f6f8e9faa2d9d00ce60d1fce94c4304ff1e,OO,What are the most abundant source of energy found in most foods?,carbohydrates,carbohydrates,A,14.6875,-5.71875,20.40625,0.9999999986269756,A,True
T3,d3f802c5c147cd1fb842715b1ad21f6f8e9faa2d9d00ce60d1fce94c4304ff1e,OS,What are the most abundant source of energy found in most foods?,carbohydrates,darwin,B,-5.375,17.125,-22.5,1.6918979223288784e-10,B,True
T3,d3f802c5c147cd1fb842715b1ad21f6f8e9faa2d9d00ce60d1fce94c4304ff1e,SO,What are the most abundant source of energy found in most foods?,darwin,carbohydrates,B,-1.875,15.8125,-17.6875,2.0816913725037723e-08,B,True
T3,d3f802c5c147cd1fb842715b1ad21f6f8e9faa2d9d00ce60d1fce94c4304ff1e,SS,What are the most abundant source of energy found in most foods?,darwin,darwin,A,15.625,6.03125,9.59375,0.9999318512778838,A,True
T3,d4241ccb0b12c49180c5b46a1c5f7c5fe602cec9b4deb75282437541050b5fcb,OO,What do you call the angle at which waves strike a wall?,angle of incidence,angle of incidence,A,14.4375,-5.15625,19.59375,0.999999996905842,A,True
